PDGnumb,PosX,PosY,PosZ,Momentum[GeV],theta,phi
13,242.126,251.133,1400,6.91394,2.24732,5.16913
-13,-19.3664,98.3745,1400,20.3218,2.05164,4.8166
-13,-77.8408,-78.4799,1400,3.07045,2.23653,5.09768
13,-130.91,242.808,1400,2.91039,2.51849,0.259858
-13,-322.374,202.54,1400,2.31365,2.23884,1.05763
13,-368.104,78.532,1400,3.7274,2.8219,3.49385
13,471.881,214.254,1400,1.62338,2.60438,0.191841
13,435.668,52.0474,1400,1.91938,2.34967,4.34818
13,-15.4404,286.833,1400,0.419512,2.83921,5.05217
-13,259.29,246.528,1400,11.7407,2.38116,3.44406
13,48.6905,-216.282,1400,5.27835,2.97224,1.14376
13,-365.805,288.201,1400,0.959066,2.81473,0.268325
13,-275.43,34.3876,1400,0.711407,2.60629,2.42069
-13,-322.08,287.604,1400,1.68167,2.31536,5.31016
13,-451.769,428.19,1400,2.9525,2.60544,5.9405
-13,-25.6768,243.756,1400,0.66696,2.48356,4.39855
-13,-475.266,88.8429,1400,0.777811,2.2334,5.09952
-13,26.6822,158.231,1400,0.284013,2.36154,5.20264
-13,259.415,-140.325,1400,4.70272,2.96721,0.547751
13,59.6318,480.195,1400,4.23351,2.56881,1.86116
13,71.6475,-307.418,1400,1.13788,2.07942,5.26803
13,291.986,381.999,1400,1.79741,2.68102,5.69518
13,-254.082,321.216,1400,0.65426,2.76353,3.68148
13,297.353,-449.822,1400,41.7123,2.68434,2.53397
13,338.805,28.5044,1400,0.588258,2.35763,2.12448
-13,43.1834,-172.695,1400,2.16175,2.47073,3.83636
13,-406.883,75.6495,1400,0.357032,2.49105,3.21731
-13,55.7515,60.6018,1400,2.80306,2.4533,1.02428
13,461.073,-397.696,1400,1.75536,2.21867,5.20101
-13,436.891,86.8137,1400,2.06238,3.04071,0.372558
13,183.819,215.34,1400,3.62521,2.89333,4.62356
13,-229.017,11.5394,1400,4.08337,2.79646,4.64653
13,-19.067,-483.851,1400,2.74218,2.53089,2.01109
-13,-483.79,-28.5496,1400,2.27458,1.8635,1.84934
13,-278.795,201.266,1400,3.00416,1.98482,3.87808
13,332.84,-262.938,1400,1.7323,2.69858,4.06542
13,411.585,-487.543,1400,1.75409,2.56807,5.67419
-13,485.529,-205.998,1400,1.31675,2.79669,0.152247
-13,352.002,242.706,1400,0.289534,3.01113,3.64562
13,-132.974,-123.888,1400,1.11274,2.09084,2.64633
-13,-407.445,443.377,1400,1.80561,2.17639,5.7584
13,234.207,197.16,1400,6.0892,2.49483,5.96968
13,220.385,196.093,1400,0.993718,2.38367,5.63965
-13,147.688,-16.4973,1400,1.58595,2.93897,6.00895
-13,-124.265,-176.247,1400,1.44363,3.00457,1.91411
-13,243.211,-498.233,1400,2.52694,2.23003,5.71254
13,35.8351,-229.508,1400,1.17111,2.57996,5.38305
-13,-184.03,277.422,1400,7.0726,3.05569,3.59507
-13,486.431,-472.712,1400,3.28736,2.49877,0.737701
-13,-41.8595,-41.9053,1400,19.2256,2.33056,3.19766
-13,242.331,-399.68,1400,8.21329,2.01833,0.490307
13,-358.82,-0.290695,1400,0.388956,2.63218,1.97666
-13,-435.418,201.186,1400,0.764878,2.68719,1.06867
13,445.311,229.117,1400,1.81443,2.3669,5.49444
-13,-282.208,-384.752,1400,0.542898,2.75113,3.68634
-13,110.406,-199.21,1400,1.2451,2.27435,4.2591
13,380.73,248.98,1400,0.27496,2.5309,0.227549
13,7.75689,70.0224,1400,4.61038,2.19471,0.195019
-13,-156.928,229.39,1400,0.840046,2.54502,0.272403
-13,-326.876,-467.964,1400,0.766979,2.56664,4.72046
13,399.143,217.848,1400,1.03105,2.01756,3.10062
-13,-412.925,-130.505,1400,2.33338,2.30873,5.70619
13,-449.25,-250.958,1400,5.71112,2.82492,2.51664
-13,163.762,106.699,1400,5.22392,2.42102,4.69828
-13,85.2424,-482.759,1400,2.73666,2.56232,2.90401
-13,-119.266,-98.0892,1400,0.242244,2.33917,3.23469
13,-478.285,-496.214,1400,1.08898,1.95331,4.41904
-13,293.557,-114.392,1400,9.25089,2.3912,1.96235
13,5.33961,100.984,1400,12.0811,2.23184,3.99647
13,-124.01,118.842,1400,2.71792,2.96245,3.33606
-13,-444.254,28.2432,1400,1.5644,2.81216,4.47228
13,-353.775,5.74937,1400,2.90534,2.54813,5.51194
13,249.411,357.736,1400,9.41864,2.91696,3.64255
13,445.932,402.226,1400,18.8455,2.74324,2.95122
13,116.124,-318.77,1400,1.02992,2.30553,5.89079
13,476.819,273.186,1400,1.77163,2.23705,1.16814
13,53.78,326.93,1400,0.133095,2.61575,4.08505
13,-248.241,-359.544,1400,1.10938,2.54827,3.51289
13,68.8511,-318.348,1400,3.42936,2.63383,4.75696
13,-421.945,-464.033,1400,5.13117,2.75861,1.13895
-13,-321.512,-164.989,1400,0.657199,2.60626,5.47867
13,431.189,-403.174,1400,5.25899,2.73049,6.25354
13,419.468,-3.91052,1400,12.6492,2.01413,1.80506
13,324.942,365.339,1400,18.3734,2.43452,2.47558
-13,-229.655,-469.135,1400,6.71411,2.51396,2.48876
-13,222.958,-341.919,1400,4.47303,2.13411,4.92974
-13,375.188,-422.914,1400,0.42059,3.03858,5.29877
13,-407.486,393.137,1400,1.28999,2.51885,1.79313
13,-266.33,-288.5,1400,3.52049,2.74988,2.16439
13,473.577,420.956,1400,35.6643,2.41718,5.1672
13,182.345,-413.154,1400,0.922891,2.2002,2.38181
-13,-397.58,-219.027,1400,12.2383,2.49698,1.93721
-13,-485.287,315.157,1400,0.589336,2.60064,1.67658
13,354.114,-94.5448,1400,0.252657,2.68232,3.8809
-13,130.961,-352.767,1400,0.121426,2.32793,1.72647
13,319.311,-161.291,1400,0.329232,3.04158,2.87737
-13,137.278,198.909,1400,1.17277,2.49533,1.10043
-13,230.656,-331.797,1400,7.32651,2.27045,4.53756
-13,-203.985,195.87,1400,12.9062,2.74708,3.89813
-13,-480.14,-146.585,1400,1.77835,2.80634,2.87242
-13,-315.842,61.7869,1400,18.6292,2.91646,2.07098
13,491.544,-476.677,1400,37.2251,2.5729,5.33301
13,420.833,-329.672,1400,0.371629,2.82599,1.21797
-13,40.8187,47.9328,1400,37.3313,2.65041,2.59166
-13,91.0534,418.137,1400,9.31066,3.06208,1.50429
-13,-347.211,191.322,1400,0.31696,2.22292,3.59488
13,308.731,-279.431,1400,7.55218,2.4407,0.0266247
13,-75.9946,-419.031,1400,6.39368,2.15738,0.584843
13,-135.875,-240.926,1400,0.163697,2.38129,4.79086
-13,-369.55,-465.773,1400,0.857739,2.4028,0.487811
-13,-42.8162,111.355,1400,1.13647,2.68849,3.70419
-13,353.389,-290.357,1400,0.56548,2.93255,3.3886
13,-235.647,-319.676,1400,9.53125,2.26631,1.80417
13,343.603,467.065,1400,3.92511,2.91428,2.34659
-13,-21.8413,-162.716,1400,5.26857,3.05535,3.15619
13,-4.92904,396.82,1400,2.35824,1.93485,4.73221
13,196.594,-495.788,1400,0.161281,2.58795,0.42375
-13,405.114,216.817,1400,5.79095,2.19084,6.04839
-13,425.259,448.538,1400,0.497783,2.54624,2.16287
-13,296.876,413.822,1400,0.135294,2.46319,5.74224
13,-51.8679,-181.086,1400,0.369906,2.63416,2.35231
-13,-183.668,-242.781,1400,0.670197,2.43643,2.98193
13,499.185,445.524,1400,0.581367,2.95181,6.13768
13,470.329,-387.304,1400,3.23427,2.21749,4.9764
13,5.06817,496.368,1400,4.3086,2.669,1.31554
-13,-149.303,-106.826,1400,3.08374,2.34512,2.34275
-13,-92.6958,-251.537,1400,7.25414,2.10107,6.13047
13,156.126,-195.467,1400,4.70995,2.56239,3.56456
-13,350.969,198.356,1400,2.16825,2.46495,2.86974
-13,-83.3133,-124.953,1400,7.31712,2.7688,4.66404
13,-296.919,127.417,1400,1.06589,2.18929,0.601076
13,-423.285,-311.689,1400,2.23172,2.93489,3.87059
-13,-36.8206,-72.52,1400,0.221771,2.73227,5.42301
-13,-320.267,-41.5954,1400,0.998727,2.47014,6.22812
13,-187.081,-487.137,1400,0.812484,2.78151,3.02554
-13,-489.503,-286.187,1400,2.60538,2.66581,2.6086
13,8.80146,457.479,1400,27.6947,2.01078,0.587712
13,398.99,322.134,1400,8.47255,2.54176,0.663955
13,12.05,-270.219,1400,9.30725,2.85341,3.04662
-13,179.385,449.257,1400,3.50671,2.71006,0.269476
13,44.2421,169.595,1400,1.66041,3.09346,5.91091
-13,497.591,218.205,1400,0.537095,2.96045,3.12942
13,-222.715,498.969,1400,5.86659,2.46874,4.39934
-13,226.876,496.898,1400,29.9156,2.79482,6.17078
13,257.319,328.733,1400,0.168076,2.69972,1.32712
13,472.081,454.705,1400,0.478234,2.50895,1.94123
13,-267.385,382.943,1400,1.9867,2.8991,5.04373
13,289.13,-196.919,1400,3.99776,2.76937,4.77932
13,-329.477,107.087,1400,0.474828,2.60007,5.6773
13,271.538,145.675,1400,0.457596,2.65205,1.05898
-13,157.966,473.505,1400,2.34643,2.60974,0.35898
13,-130.44,-119.912,1400,4.58862,2.48007,3.29993
-13,-30.6455,-137.625,1400,3.28296,2.32146,4.68525
-13,-116.996,323.2,1400,1.20205,2.28794,4.97096
13,301.931,480.401,1400,3.27969,2.66274,5.32578
13,-305.493,133.201,1400,0.961655,2.52057,4.80257
-13,76.656,490.53,1400,1.99902,2.80201,3.66699
-13,451.824,89.886,1400,9.52336,2.71045,5.48913
-13,449.887,231.193,1400,7.04583,2.2906,1.72997
13,186.465,127.987,1400,3.87641,2.37559,2.48955
-13,-171.335,-23.472,1400,5.48261,2.66102,0.559614
-13,32.9668,-423.81,1400,2.77388,2.20291,1.55268
-13,26.9451,150.224,1400,4.13617,2.92534,5.34154
13,-51.6812,441.136,1400,2.68974,2.68326,0.179468
-13,-216.33,-317.025,1400,1.88671,2.44763,2.3968
13,-278.187,376.271,1400,7.86783,2.73601,6.06909
-13,-453.268,-315.348,1400,6.54071,2.79428,0.997412
-13,-262.959,-310.367,1400,0.327427,3.03145,1.26711
13,443.007,-328.839,1400,1.0927,2.37591,0.996123
-13,-278.579,-270.754,1400,13.9079,2.27493,3.5202
-13,-497.037,193.442,1400,0.11587,2.59898,5.61028
-13,451.909,-315.454,1400,0.468089,2.53419,1.48046
13,417.448,-63.6987,1400,13.5713,2.98856,2.42009
-13,260.5,194.295,1400,1.1882,2.58139,0.816222
-13,-17.569,50.7857,1400,1.39035,2.8697,2.00513
13,-453.249,433.795,1400,34.5683,2.16844,4.22683
-13,-33.8703,245.24,1400,2.64507,2.9127,5.26854
13,-149.175,-328.306,1400,6.74925,2.58032,4.46407
13,-437.108,-407.146,1400,2.24802,2.11829,3.6583
13,-315.907,-278.882,1400,1.35613,2.95257,3.67506
-13,-206.496,-412.091,1400,6.28777,1.94431,3.28855
13,455.178,35.932,1400,1.86633,2.47595,0.84249
13,33.9751,-201.608,1400,10.813,2.5809,2.91877
-13,-489.048,-156.208,1400,2.42702,2.42286,2.74168
-13,-224.728,-350.204,1400,4.21096,3.02022,5.71068
13,329.238,-346.926,1400,16.1207,2.16856,1.55764
13,-409.311,477.773,1400,0.440751,2.37019,4.51496
13,33.8184,-391.305,1400,2.10494,2.3583,4.26285
13,-50.1755,-304.947,1400,1.88569,2.54569,3.80814
-13,286.946,459.375,1400,3.61017,2.80301,1.80085
-13,-111.265,-349.083,1400,17.9121,3.00261,0.938651
-13,-364.857,-243.309,1400,1.73581,2.81889,4.36732
13,-29.6654,307.347,1400,1.63895,2.63901,1.89043
13,253.903,-308.073,1400,3.81424,2.70066,3.55151
13,222.757,14.0339,1400,0.0332893,2.73971,3.17355
13,-346.216,-18.014,1400,0.223633,2.0396,4.24915
13,-181.483,174.336,1400,11.9715,2.56422,3.00425
13,-155.095,-6.63724,1400,1.12108,2.16101,2.86737
-13,181.202,-315.432,1400,8.35802,2.32334,1.52883
-13,-432.782,194.654,1400,0.937423,2.83379,2.11892
13,422.58,-98.5444,1400,0.417405,2.53044,3.15656
13,-485.883,6.1929,1400,6.80915,2.38404,5.47132
13,352.522,-143.923,1400,5.0978,2.19257,1.43576
13,392.044,193.717,1400,4.70583,2.38343,3.0909
-13,-6.49682,174.173,1400,0.227442,2.56826,6.13463
-13,272.379,-268.907,1400,1.08128,2.97018,4.90101
-13,161.684,-202.755,1400,0.548198,3.04092,0.436357
-13,167.571,205.042,1400,1.43425,2.92599,5.46355
-13,488.332,151.582,1400,0.23241,2.95996,1.08314
-13,18.7648,354.164,1400,2.84811,2.39182,1.83477
13,-50.1968,227.714,1400,1.92639,2.18446,5.18928
13,493.654,-87.2501,1400,1.50804,2.55541,5.69183
13,371.706,-34.3814,1400,1.6071,2.3523,1.18745
13,167.933,220.591,1400,2.28133,2.44792,4.80972
13,103.285,-313.172,1400,12.8634,2.86256,2.36389
13,12.2142,483.857,1400,16.9206,2.68734,2.79927
13,141.801,-255.144,1400,2.0081,2.86746,3.0861
13,17.3018,-481.484,1400,0.508052,2.41984,0.980397
-13,-122.314,-443.635,1400,1.22068,2.43401,5.50263
-13,46.5666,44.0702,1400,1.93323,2.54031,5.24569
13,-126.395,270.262,1400,2.5348,2.25067,1.76774
-13,347.34,-458.48,1400,2.78381,2.60896,0.0533776
13,56.1558,-261.705,1400,0.683925,2.80642,2.53951
-13,263.286,-294.359,1400,2.96159,2.69447,3.5395
-13,-164.985,-191.235,1400,0.359943,2.79364,3.0759
13,385.4,109.563,1400,1.09911,2.52481,2.26037
13,226.553,-153.387,1400,2.62773,2.58019,4.49659
-13,-409.101,146.835,1400,0.540697,2.29867,0.245839
13,2.94664,-153.905,1400,2.14215,2.30085,2.55556
13,181.097,11.3524,1400,0.304715,2.62992,2.7983
13,6.51178,370.462,1400,4.04509,2.15837,2.93945
-13,-274.96,-309.399,1400,2.85105,2.51392,1.83637
-13,-466.154,409.491,1400,2.96047,2.41747,0.65809
13,438.301,372.501,1400,0.497198,2.6548,2.60482
13,166.138,-30.1386,1400,0.484601,2.74264,4.96259
-13,-438.111,435.699,1400,0.190818,2.063,4.61974
13,300.719,361.468,1400,0.69509,2.80792,0.545941
-13,-452.996,210.826,1400,0.139628,2.836,2.9224
13,-281.243,-34.9555,1400,1.90987,2.03632,5.41694
-13,-497.99,107.246,1400,0.247673,2.78869,5.4255
13,164.466,363.744,1400,6.66081,2.85904,1.87717
13,-431.354,-128.673,1400,9.22949,2.84643,4.03433
-13,181.426,-187.855,1400,2.1981,2.05475,1.09172
13,34.8771,383.211,1400,2.10559,2.25061,1.50472
13,-347.799,234.567,1400,0.931953,2.60305,5.95596
13,-291.999,-18.9748,1400,4.04611,2.79851,1.03582
13,-294.053,-12.8544,1400,0.742493,2.91403,0.584454
13,-4.15292,-243.751,1400,3.90022,2.64703,1.12154
-13,-278.195,446.084,1400,0.280124,2.73506,4.23878
13,384.027,341.007,1400,4.19372,2.46193,0.387446
13,275.415,-72.0084,1400,3.05471,2.43526,3.88872
-13,-237.694,-37.0382,1400,1.43753,2.58679,4.91406
13,-226.12,-417.984,1400,0.640224,2.64358,6.24946
-13,149.837,-348.568,1400,4.42372,2.87199,4.93648
13,-257.153,377.887,1400,4.54321,2.72023,2.11973
13,72.3753,-179.37,1400,3.69198,2.31753,3.83907
13,-202.28,-81.5629,1400,2.82044,2.60176,1.23678
-13,-304.837,-162.251,1400,1.29636,2.73927,3.84841
13,-89.5925,-119.032,1400,0.90271,2.91843,0.0759382
13,-381.103,-175.572,1400,3.35458,2.67725,5.07047
-13,-401.722,-452.777,1400,1.20853,2.67081,4.48205
13,-262.86,102.929,1400,4.21737,2.83898,3.41404
13,201.913,190.149,1400,5.93702,2.38854,0.62643
-13,-175.339,-482.799,1400,4.11032,2.81659,3.24989
-13,316.247,271.567,1400,0.143763,2.97177,3.89326
13,135.502,-135.71,1400,6.1025,2.38453,4.74632
13,-55.9733,166.979,1400,1.95647,2.36424,4.05101
-13,-439.109,-52.9961,1400,0.484117,2.48565,5.18807
-13,-417.516,-43.2349,1400,4.27435,3.13063,4.4125
13,-108.186,35.2881,1400,1.34358,2.49263,5.36827
-13,-151.629,-187.428,1400,2.06481,2.02281,5.22556
13,237.617,-293.983,1400,0.477197,3.02654,0.0160428
-13,217.504,485.759,1400,3.30692,2.39145,1.90109
-13,393.283,-389.471,1400,1.02834,2.73433,1.77349
-13,3.87383,435.884,1400,2.87486,2.84683,3.69806
-13,374.06,-281.494,1400,0.571179,2.72593,3.71342
-13,-119.005,-121.563,1400,2.26499,2.23777,4.21884
13,262.339,75.0151,1400,0.0789599,2.63711,1.07697
13,-429.45,32.3812,1400,3.72659,2.46837,0.664289
13,128.564,64.1692,1400,2.54827,1.98718,4.11765
-13,-205.238,-175.835,1400,3.91659,2.9446,4.84391
13,-438.095,-121.381,1400,0.603992,2.50596,3.42269
13,335.802,168.761,1400,3.26044,2.14041,1.61549
13,34.7363,342.654,1400,0.318517,2.85489,0.180067
13,-323.173,280.488,1400,7.63866,2.78533,3.37282
13,416.736,-56.9959,1400,0.151818,2.59601,5.46269
13,-29.9685,118.402,1400,2.5318,2.55875,4.95085
13,-20.2544,-160.133,1400,31.1388,2.14359,2.2235
13,-221.413,469.01,1400,4.37453,2.88472,5.15921
-13,-274.663,-319.653,1400,84.3297,1.71052,5.12694
13,97.5704,-479.029,1400,0.021126,2.9212,4.71532
-13,324.397,139.345,1400,2.53845,2.67336,6.05534
-13,459.34,-156.558,1400,36.9595,2.08,5.46225
-13,24.1655,346.582,1400,0.331616,2.99472,2.48961
-13,-175.308,53.2288,1400,0.601452,2.25394,5.19819
-13,282.749,-6.77438,1400,1.04245,2.69065,2.42335
-13,-380.646,224.127,1400,2.4111,2.43001,3.69821
-13,-273.29,-178.114,1400,0.215948,2.64066,6.26219
13,-143.042,-356.531,1400,0.773812,2.55784,2.914
-13,347.634,-427.678,1400,11.0917,1.76235,4.49576
-13,-370.308,0.742124,1400,3.45409,2.86964,4.45376
13,467.717,267.084,1400,0.607395,2.31639,1.96883
13,-459.16,330.48,1400,47.6815,3.0024,2.67031
-13,-14.1917,-331.973,1400,4.48988,2.19654,6.15043
13,-130.744,34.1578,1400,0.418515,2.58758,3.00807
13,-422.165,-494.98,1400,1.48222,2.9577,0.121918
-13,-80.4122,-385.102,1400,3.07682,2.40096,2.02117
-13,-10.3466,-132.382,1400,1.34111,2.55183,4.3658
13,131.266,246.586,1400,0.157645,3.00492,6.16956
-13,-304.396,-107.24,1400,0.446009,2.58097,0.0624203
13,-437.534,94.0165,1400,0.303188,2.528,0.614129
-13,-66.6926,-218.42,1400,3.4829,2.87466,3.78966
-13,-486.627,369.893,1400,0.617289,2.58266,4.92209
13,-18.1251,76.3454,1400,5.38575,2.62885,4.3132
-13,185.503,-400.763,1400,3.09448,2.97924,3.40699
13,0.267876,-96.1715,1400,1.7376,2.40056,3.69284
13,250.581,376.095,1400,1.3707,2.97157,5.47697
13,156.654,-39.1658,1400,1.8162,2.2893,4.69187
13,-435.457,153.837,1400,4.28799,2.19409,6.07289
13,-217.832,-400.924,1400,1.04386,2.82235,4.48634
13,423.027,-103.865,1400,0.946742,2.8502,3.26338
13,-484.654,450.522,1400,2.09296,2.9479,3.85331
13,-332.61,-375.818,1400,1.77996,2.2171,4.0518
-13,250.18,29.2475,1400,2.04125,2.99465,1.65129
-13,-21.4515,137.726,1400,0.903142,2.71796,3.17597
13,-64.2002,-359.208,1400,16.6497,2.83892,0.84035
-13,-30.1622,-187.209,1400,1.02749,2.62141,0.708714
13,249.839,377.66,1400,2.35709,2.64223,4.84225
-13,432.766,-148.95,1400,1.0132,2.51309,5.48439
-13,-215.126,28.516,1400,4.5472,2.56727,3.81081
13,249.896,280.057,1400,2.4488,2.68519,2.85567
13,424.555,465.799,1400,0.312134,2.46237,4.86884
13,155.678,152.835,1400,7.39348,2.65947,6.26584
13,-269.539,-4.71057,1400,8.14728,2.4115,2.00902
13,217.156,480.206,1400,2.79295,2.09938,1.01664
-13,366.604,-325.551,1400,2.94523,2.84186,4.19349
-13,-346.945,155.842,1400,0.923491,2.91541,4.02687
13,-38.2185,302.719,1400,0.0427409,3.00269,4.89932
13,391.986,385.454,1400,16.2259,2.53992,5.65409
-13,119.578,-56.2969,1400,6.18917,3.00403,5.41272
13,247.381,159.659,1400,4.63082,2.78001,0.29681
13,179.582,460.277,1400,2.77436,2.19677,5.25032
-13,-436.114,-52.5956,1400,2.53961,2.52271,4.15807
-13,-381.717,-27.4895,1400,1.4838,3.06467,2.62194
13,419.976,-377.771,1400,8.15825,2.71829,3.66853
-13,113.145,158.662,1400,1.28927,2.88989,0.905527
13,92.9965,488.734,1400,0.827421,2.52323,2.53737
13,-73.5803,-220.829,1400,0.495196,2.2049,5.57981
-13,86.6909,-2.34979,1400,11.2642,3,6.16895
13,57.0665,-424.866,1400,2.70731,2.17261,3.89227
13,-181.308,-247.342,1400,3.61708,2.20876,1.15335
-13,-20.4035,-50.7734,1400,0.367714,2.87627,3.62073
-13,-404.596,87.4769,1400,6.41535,2.60805,6.02525
-13,-428.855,-327.274,1400,4.43512,2.79041,6.25921
-13,10.5299,188.886,1400,7.2195,2.94803,1.95077
13,-314.145,-322.758,1400,1.67487,2.32505,5.14417
13,447.215,48.0668,1400,3.57191,2.31991,0.224668
13,335.726,117.443,1400,2.79235,2.12257,5.73586
13,-26.4921,122.825,1400,0.797408,2.38426,4.92665
13,-2.28842,-219.379,1400,1.58748,2.5751,1.74196
-13,37.3859,-258.972,1400,25.3495,2.48558,4.92042
-13,192.312,-243.376,1400,1.81743,2.11755,3.67367
13,-191.554,74.9724,1400,2.52496,2.59686,1.30641
-13,-446.255,-452.694,1400,1.54705,2.22596,3.61601
-13,-356.687,-336.648,1400,1.34353,2.4946,0.663734
13,10.296,-415.847,1400,0.40632,2.98256,1.02503
13,-26.5239,-2.94293,1400,5.86927,2.16325,3.67738
-13,160.65,-333.061,1400,0.875696,2.57906,2.43799
-13,-307.9,85.8962,1400,0.692839,2.46498,2.10918
13,-32.1465,106.923,1400,1.99522,2.90294,4.29751
13,419.716,393.836,1400,1.2099,2.76446,5.18253
-13,347.745,34.5119,1400,6.60542,3.0274,1.06911
-13,-392.495,-269.056,1400,4.28187,2.60911,2.73844
-13,408.382,-60.0314,1400,6.21883,3.00058,2.53032
13,-329.17,355.972,1400,1.11722,2.78325,0.363376
13,-105.553,-77.8022,1400,1.1033,2.76434,5.82497
-13,-376.876,-441.396,1400,2.10007,2.72069,0.738123
13,140.719,31.9267,1400,3.40192,2.82367,5.28875
-13,189.752,88.3443,1400,2.49746,2.63287,2.27353
13,261.791,-154.59,1400,1.63736,2.20785,2.57907
13,297.831,-437.049,1400,2.91698,2.47,0.986808
13,-274.165,290.824,1400,0.591754,2.62172,2.18038
13,192.19,21.1054,1400,0.856557,2.8904,3.16818
-13,-140.874,-145.104,1400,0.511809,2.65525,6.04169
-13,152.934,188.303,1400,0.444705,2.59975,3.53369
-13,141.272,-150.076,1400,1.32229,2.23649,5.5943
-13,84.8545,7.12289,1400,2.40235,2.27023,4.08655
13,299.152,-446.76,1400,1.67452,2.59154,3.83887
13,283.392,451.217,1400,0.773592,2.80645,4.76342
13,-33.0749,-229.997,1400,1.12756,2.6578,2.95261
-13,-158.926,-271.341,1400,0.723977,2.55032,3.17536
13,164.601,-177.768,1400,3.02383,2.32659,0.257357
13,-423.484,58.3469,1400,0.879872,2.53008,4.30022
-13,357.554,-130.024,1400,7.22991,2.56779,3.37608
13,179.388,-325.278,1400,2.56155,2.56639,1.02502
-13,-201.23,467.04,1400,0.991518,2.08094,0.685474
-13,-170.654,70.4214,1400,1.24055,2.4163,5.69752
-13,-174.675,-355.898,1400,2.26743,2.92636,0.566022
-13,-471.994,-149.482,1400,0.950424,2.73763,1.00941
13,59.5395,260.433,1400,8.01588,3.05678,1.52492
13,-58.4024,-429.844,1400,81.9743,2.62766,1.05418
13,-385.564,-195.89,1400,0.392153,2.56493,0.160652
-13,256.811,-281.707,1400,13.6092,2.34516,0.286561
-13,-26.9172,52.0876,1400,1.86462,2.84163,5.5226
-13,227.713,411.574,1400,2.56786,2.20975,5.04629
13,-386.556,53.8491,1400,0.809654,2.67114,2.61973
-13,380.659,-118.449,1400,0.428224,2.43812,5.11273
-13,-90.4792,476.812,1400,0.405216,2.81418,4.81591
-13,174.737,342.447,1400,6.04946,2.74853,5.66454
13,-97.4605,-219.21,1400,1.2062,2.44236,2.976
-13,403.045,368.299,1400,0.158158,2.79415,2.65719
13,-296.84,411.435,1400,2.28858,2.67655,1.1031
13,129.648,-235.338,1400,0.783477,2.61407,0.296082
13,-320.175,-477.44,1400,1.16255,2.59706,3.98283
13,456.534,274.664,1400,1.9333,2.79986,5.22134
-13,-47.8201,451.516,1400,9.86839,2.90384,4.9974
13,-491.893,-443.137,1400,0.411723,3.01544,4.36431
13,406.862,285.174,1400,4.15213,2.88575,4.56193
13,402.869,192.977,1400,4.75919,2.87445,3.82317
13,-442.454,-182.426,1400,0.405414,2.354,5.02998
13,-489.205,148.926,1400,3.13026,2.55857,5.65493
13,-302.509,433.551,1400,11.5108,1.85664,0.96008
-13,-491.424,-380.35,1400,2.52779,2.54872,5.05196
13,-384.211,-49.5376,1400,1.95206,2.46675,1.04913
13,-201.358,108.965,1400,1.29813,2.76075,0.00937911
-13,-494.038,-76.2469,1400,1.46577,2.56695,4.9893
13,272.042,22.824,1400,1.42783,2.48245,2.40353
13,-222.929,306.32,1400,0.670149,3.06299,1.64752
13,-329.823,202.86,1400,1.4976,2.38115,6.12865
-13,322.133,338.475,1400,0.573664,2.80489,3.10438
-13,-295.185,-326.885,1400,5.08644,2.59907,2.76957
13,-322.204,226.6,1400,2.00617,2.38804,0.290034
13,407.693,-394.147,1400,0.990215,2.71445,4.06438
-13,-342.579,-465.227,1400,4.58094,2.47563,1.37269
13,361.958,-71.55,1400,1.13776,2.66804,6.12226
13,-201.711,341.874,1400,1.13709,2.53297,0.411443
13,372.827,-436.813,1400,0.208889,2.48126,0.679533
-13,423.936,-182.448,1400,8.37482,2.42843,6.21997
13,289.179,-264.595,1400,4.16065,2.26949,0.549722
13,-2.3947,205.841,1400,1.80023,2.20126,3.81071
-13,165.154,210.669,1400,0.948186,1.99458,5.97213
-13,-380.362,-222.133,1400,0.772601,2.66385,4.31595
-13,358.146,390.037,1400,0.217016,2.58878,2.28258
13,193.052,-263.557,1400,1.92397,2.60016,4.22728
13,265.849,-384.304,1400,6.44795,2.13427,5.53651
-13,-181.099,323.389,1400,4.4632,2.87022,3.88354
13,167.958,-212.432,1400,1.09544,2.71325,3.08245
-13,-100.431,200.42,1400,0.115863,2.67461,0.190958
-13,481.118,-481.545,1400,0.116498,2.78877,0.000654587
-13,-98.874,-30.7248,1400,4.70075,2.88918,2.9227
-13,57.8295,-198.379,1400,6.70986,2.65012,1.26127
13,-221.559,98.1868,1400,2.73188,2.63434,4.44204
13,-119.667,-109.751,1400,1.14564,2.09798,1.10124
13,369.169,-299.297,1400,42.6972,2.35031,0.397417
-13,404.15,283.743,1400,3.10432,2.35362,2.28136
-13,80.1921,190.438,1400,1.93813,2.60219,2.51133
13,423.658,-142.911,1400,7.83751,2.09396,3.24534
13,17.0991,-263.665,1400,5.77142,2.36511,2.62961
-13,-225.086,-19.2835,1400,5.30437,2.51253,4.1895
-13,-324.994,-320.803,1400,5.00875,2.6487,1.30591
13,-345.653,-361.458,1400,0.37249,2.89024,1.35649
13,-209.345,132.357,1400,228.841,2.3737,1.07916
13,-476.715,-163.057,1400,1.42821,2.29492,4.48385
13,491.841,-372.502,1400,0.321357,2.40416,4.60029
-13,440.204,192.739,1400,0.752353,2.9163,3.86056
-13,-4.34539,69.6828,1400,5.71367,2.44187,4.32988
13,291.319,-180.092,1400,1.23894,2.90055,1.70363
-13,347.959,225.283,1400,1.18986,3.00007,5.28584
